year,month,date_of_month,date,day_of_week,births
2012,4,30,4/30/12,Mon,11381
2012,5,1,5/1/12,Tues,12470
2012,5,2,5/2/12,Wed,12095
2012,5,3,5/3/12,Thurs,11804
2012,5,4,5/4/12,Fri,11488
2012,5,5,5/5/12,Sat,7634
2012,5,6,5/6/12,Sun,6868
2012,5,7,5/7/12,Mon,11424
2012,5,8,5/8/12,Tues,12158
2012,5,9,5/9/12,Wed,11749
2012,5,10,5/10/12,Thurs,11825
2012,5,11,5/11/12,Fri,11683
2012,5,12,5/12/12,Sat,7751
2012,5,13,5/13/12,Sun,6909
2012,5,14,5/14/12,Mon,11763
2012,5,15,5/15/12,Tues,12565
2012,5,16,5/16/12,Wed,12199
2012,5,17,5/17/12,Thurs,12048
2012,5,18,5/18/12,Fri,11771
2012,5,19,5/19/12,Sat,7914
2012,5,20,5/20/12,Sun,7202
2012,5,21,5/21/12,Mon,11919
2012,5,22,5/22/12,Tues,12601
2012,5,23,5/23/12,Wed,12649
2012,5,24,5/24/12,Thurs,12414
2012,5,25,5/25/12,Fri,12350
2012,5,26,5/26/12,Sat,7921
2012,5,27,5/27/12,Sun,7015
2012,5,28,5/28/12,Mon,7532
2012,5,29,5/29/12,Tues,12307
2012,5,30,5/30/12,Wed,13194
2012,5,31,5/31/12,Thurs,12686
2012,6,1,6/1/12,Fri,12623
2012,6,2,6/2/12,Sat,8040
2012,6,3,6/3/12,Sun,7075
2012,6,4,6/4/12,Mon,12011
2012,6,5,6/5/12,Tues,12424
2012,6,6,6/6/12,Wed,12410
2012,6,7,6/7/12,Thurs,12305
2012,6,8,6/8/12,Fri,12145
2012,6,9,6/9/12,Sat,8293
2012,6,10,6/10/12,Sun,7131
2012,6,11,6/11/12,Mon,11700
2012,6,12,6/12/12,Tues,12892
2012,6,13,6/13/12,Wed,11999
2012,6,14,6/14/12,Thurs,12626
2012,6,15,6/15/12,Fri,12278
2012,6,16,6/16/12,Sat,8213
2012,6,17,6/17/12,Sun,7316
2012,6,18,6/18/12,Mon,12028
2012,6,19,6/19/12,Tues,12767
2012,6,20,6/20/12,Wed,12674
2012,6,21,6/21/12,Thurs,12713
2012,6,22,6/22/12,Fri,12370
2012,6,23,6/23/12,Sat,8141
2012,6,24,6/24/12,Sun,7246
2012,6,25,6/25/12,Mon,12091
2012,6,26,6/26/12,Tues,12950
2012,6,27,6/27/12,Wed,12545
2012,6,28,6/28/12,Thurs,12994
2012,6,29,6/29/12,Fri,12462
2012,6,30,6/30/12,Sat,8323
2012,7,1,7/1/12,Sun,7550
2012,7,2,7/2/12,Mon,12837
2012,7,3,7/3/12,Tues,13752
2012,7,4,7/4/12,Wed,9296
2012,7,5,7/5/12,Thurs,12618
2012,7,6,7/6/12,Fri,12804
2012,7,7,7/7/12,Sat,8952
2012,7,8,7/8/12,Sun,7541
2012,7,9,7/9/12,Mon,12333
2012,7,10,7/10/12,Tues,13527
2012,7,11,7/11/12,Wed,13024
2012,7,12,7/12/12,Thurs,12787
2012,7,13,7/13/12,Fri,12109
2012,7,14,7/14/12,Sat,8657
2012,7,15,7/15/12,Sun,7559
2012,7,16,7/16/12,Mon,12380
2012,7,17,7/17/12,Tues,13318
2012,7,18,7/18/12,Wed,12865
2012,7,19,7/19/12,Thurs,12798
2012,7,20,7/20/12,Fri,12503
2012,7,21,7/21/12,Sat,8611
2012,7,22,7/22/12,Sun,7531
2012,7,23,7/23/12,Mon,12553
2012,7,24,7/24/12,Tues,13390
2012,7,25,7/25/12,Wed,13045
2012,7,26,7/26/12,Thurs,13056
2012,7,27,7/27/12,Fri,12785
2012,7,28,7/28/12,Sat,8493
2012,7,29,7/29/12,Sun,7550
2012,7,30,7/30/12,Mon,12061
2012,7,31,7/31/12,Tues,13187
2012,8,1,8/1/12,Wed,12976
2012,8,2,8/2/12,Thurs,13006
2012,8,3,8/3/12,Fri,12743
2012,8,4,8/4/12,Sat,8786
2012,8,5,8/5/12,Sun,7693
2012,8,6,8/6/12,Mon,12671
2012,8,7,8/7/12,Tues,13316
2012,8,8,8/8/12,Wed,13204
2012,8,9,8/9/12,Thurs,13179
2012,8,10,8/10/12,Fri,12898
2012,8,11,8/11/12,Sat,8602
2012,8,12,8/12/12,Sun,7630
2012,8,13,8/13/12,Mon,12126
2012,8,14,8/14/12,Tues,13788
2012,8,15,8/15/12,Wed,13391
2012,8,16,8/16/12,Thurs,13361
2012,8,17,8/17/12,Fri,12913
2012,8,18,8/18/12,Sat,8678
2012,8,19,8/19/12,Sun,7678
2012,8,20,8/20/12,Mon,12580
2012,8,21,8/21/12,Tues,13239
2012,8,22,8/22/12,Wed,12973
2012,8,23,8/23/12,Thurs,12889
2012,8,24,8/24/12,Fri,13114
2012,8,25,8/25/12,Sat,8653
2012,8,26,8/26/12,Sun,7629
2012,8,27,8/27/12,Mon,12533
2012,8,28,8/28/12,Tues,13674
2012,8,29,8/29/12,Wed,12968
2012,8,30,8/30/12,Thurs,13323
2012,8,31,8/31/12,Fri,13287
2012,9,1,9/1/12,Sat,8967
2012,9,2,9/2/12,Sun,7817
2012,9,3,9/3/12,Mon,8030
2012,9,4,9/4/12,Tues,12941
2012,9,5,9/5/12,Wed,13991
2012,9,6,9/6/12,Thurs,13709
2012,9,7,9/7/12,Fri,13841
2012,9,8,9/8/12,Sat,8987
2012,9,9,9/9/12,Sun,7930
2012,9,10,9/10/12,Mon,12853
2012,9,11,9/11/12,Tues,12543
2012,9,12,9/12/12,Wed,13653
2012,9,13,9/13/12,Thurs,13396
2012,9,14,9/14/12,Fri,13529
2012,9,15,9/15/12,Sat,9094
2012,9,16,9/16/12,Sun,7867
2012,9,17,9/17/12,Mon,12960
2012,9,18,9/18/12,Tues,13628
2012,9,19,9/19/12,Wed,13490
2012,9,20,9/20/12,Thurs,13524
2012,9,21,9/21/12,Fri,13174
2012,9,22,9/22/12,Sat,8899
2012,9,23,9/23/12,Sun,8007
2012,9,24,9/24/12,Mon,12748
2012,9,25,9/25/12,Tues,13533
2012,9,26,9/26/12,Wed,13100
2012,9,27,9/27/12,Thurs,13159
2012,9,28,9/28/12,Fri,12661
2012,9,29,9/29/12,Sat,8695
2012,9,30,9/30/12,Sun,7607
2012,10,1,10/1/12,Mon,12537
2012,10,2,10/2/12,Tues,13293
2012,10,3,10/3/12,Wed,12900
2012,10,4,10/4/12,Thurs,12785
2012,10,5,10/5/12,Fri,12521
2012,10,6,10/6/12,Sat,8333
2012,10,7,10/7/12,Sun,7367
2012,10,8,10/8/12,Mon,11711
2012,10,9,10/9/12,Tues,12692
2012,10,10,10/10/12,Wed,12597
2012,10,11,10/11/12,Thurs,13705
2012,10,12,10/12/12,Fri,12349
2012,10,13,10/13/12,Sat,8153
2012,10,14,10/14/12,Sun,7408
2012,10,15,10/15/12,Mon,12347
2012,10,16,10/16/12,Tues,12888
2012,10,17,10/17/12,Wed,12752
2012,10,18,10/18/12,Thurs,12604
2012,10,19,10/19/12,Fri,12367
2012,10,20,10/20/12,Sat,8365
2012,10,21,10/21/12,Sun,7279
2012,10,22,10/22/12,Mon,12260
2012,10,23,10/23/12,Tues,12923
2012,10,24,10/24/12,Wed,12610
2012,10,25,10/25/12,Thurs,12769
2012,10,26,10/26/12,Fri,11989
2012,10,27,10/27/12,Sat,8127
2012,10,28,10/28/12,Sun,7362
2012,10,29,10/29/12,Mon,11957
2012,10,30,10/30/12,Tues,12011
2012,10,31,10/31/12,Wed,11012
2012,11,1,11/1/12,Thurs,13042
2012,11,2,11/2/12,Fri,12692
2012,11,3,11/3/12,Sat,8224
2012,11,4,11/4/12,Sun,7436
2012,11,5,11/5/12,Mon,11885
2012,11,6,11/6/12,Tues,12690
2012,11,7,11/7/12,Wed,12536
2012,11,8,11/8/12,Thurs,12386
2012,11,9,11/9/12,Fri,12374
2012,11,10,11/10/12,Sat,8172
2012,11,11,11/11/12,Sun,7219
2012,11,12,11/12/12,Mon,12036
2012,11,13,11/13/12,Tues,12364
2012,11,14,11/14/12,Wed,12728
2012,11,15,11/15/12,Thurs,12812
2012,11,16,11/16/12,Fri,12555
2012,11,17,11/17/12,Sat,8503
2012,11,18,11/18/12,Sun,7390
2012,11,19,11/19/12,Mon,12916
2012,11,20,11/20/12,Tues,13427
2012,11,21,11/21/12,Wed,12083
2012,11,22,11/22/12,Thurs,7267
2012,11,23,11/23/12,Fri,9171
2012,11,24,11/24/12,Sat,7651
2012,11,25,11/25/12,Sun,7191
2012,11,26,11/26/12,Mon,12403
2012,11,27,11/27/12,Tues,13296
2012,11,28,11/28/12,Wed,12614
2012,11,29,11/29/12,Thurs,12503
2012,11,30,11/30/12,Fri,11740
2012,12,1,12/1/12,Sat,8248
2012,12,2,12/2/12,Sun,7204
2012,12,3,12/3/12,Mon,11833
2012,12,4,12/4/12,Tues,12566
2012,12,5,12/5/12,Wed,12313
2012,12,6,12/6/12,Thurs,12084
2012,12,7,12/7/12,Fri,11733
2012,12,8,12/8/12,Sat,7995
2012,12,9,12/9/12,Sun,7003
2012,12,10,12/10/12,Mon,11529
2012,12,11,12/11/12,Tues,12234
2012,12,12,12/12/12,Wed,14667
2012,12,13,12/13/12,Thurs,11893
2012,12,14,12/14/12,Fri,11872
2012,12,15,12/15/12,Sat,7913
2012,12,16,12/16/12,Sun,7146
2012,12,17,12/17/12,Mon,11979
2012,12,18,12/18/12,Tues,13305
2012,12,19,12/19/12,Wed,12849
2012,12,20,12/20/12,Thurs,13109
2012,12,21,12/21/12,Fri,13186
2012,12,22,12/22/12,Sat,8396
2012,12,23,12/23/12,Sun,6845
2012,12,24,12/24/12,Mon,7614
2012,12,25,12/25/12,Tues,6325
2012,12,26,12/26/12,Wed,11362
2012,12,27,12/27/12,Thurs,14126
2012,12,28,12/28/12,Fri,13888
2012,12,29,12/29/12,Sat,9030
2012,12,30,12/30/12,Sun,7545
2012,12,31,12/31/12,Mon,10634
2013,1,1,1/1/13,Tues,7537
2013,1,2,1/2/13,Wed,10887
2013,1,3,1/3/13,Thurs,12616
2013,1,4,1/4/13,Fri,12431
2013,1,5,1/5/13,Sat,8332
2013,1,6,1/6/13,Sun,7271
2013,1,7,1/7/13,Mon,11463
2013,1,8,1/8/13,Tues,12040
2013,1,9,1/9/13,Wed,11598
2013,1,10,1/10/13,Thurs,11887
2013,1,11,1/11/13,Fri,12082
2013,1,12,1/12/13,Sat,8140
2013,1,13,1/13/13,Sun,7092
2013,1,14,1/14/13,Mon,11401
2013,1,15,1/15/13,Tues,11953
2013,1,16,1/16/13,Wed,11678
2013,1,17,1/17/13,Thurs,12113
2013,1,18,1/18/13,Fri,11846
2013,1,19,1/19/13,Sat,7708
2013,1,20,1/20/13,Sun,7001
2013,1,21,1/21/13,Mon,10777
2013,1,22,1/22/13,Tues,11835
2013,1,23,1/23/13,Wed,11917
2013,1,24,1/24/13,Thurs,12016
2013,1,25,1/25/13,Fri,11638
2013,1,26,1/26/13,Sat,8047
2013,1,27,1/27/13,Sun,6916
2013,1,28,1/28/13,Mon,11520
2013,1,29,1/29/13,Tues,12168
2013,1,30,1/30/13,Wed,11752
2013,1,31,1/31/13,Thurs,11690
2013,2,1,2/1/13,Fri,11995
2013,2,2,2/2/13,Sat,7881
2013,2,3,2/3/13,Sun,6876
2013,2,4,2/4/13,Mon,11237
2013,2,5,2/5/13,Tues,12114
2013,2,6,2/6/13,Wed,11617
2013,2,7,2/7/13,Thurs,12025
2013,2,8,2/8/13,Fri,11959
2013,2,9,2/9/13,Sat,7776
2013,2,10,2/10/13,Sun,6735
2013,2,11,2/11/13,Mon,11460
2013,2,12,2/12/13,Tues,12243
2013,2,13,2/13/13,Wed,11648
2013,2,14,2/14/13,Thurs,12422
2013,2,15,2/15/13,Fri,11914
2013,2,16,2/16/13,Sat,7902
2013,2,17,2/17/13,Sun,7044
2013,2,18,2/18/13,Mon,10863
2013,2,19,2/19/13,Tues,12137
2013,2,20,2/20/13,Wed,11941
2013,2,21,2/21/13,Thurs,11899
2013,2,22,2/22/13,Fri,11778
2013,2,23,2/23/13,Sat,7866
2013,2,24,2/24/13,Sun,6914
2013,2,25,2/25/13,Mon,11358
2013,2,26,2/26/13,Tues,11982
2013,2,27,2/27/13,Wed,11695
2013,2,28,2/28/13,Thurs,11601
2013,3,1,3/1/13,Fri,12075
2013,3,2,3/2/13,Sat,7836
2013,3,3,3/3/13,Sun,7098
2013,3,4,3/4/13,Mon,11667
2013,3,5,3/5/13,Tues,12172
2013,3,6,3/6/13,Wed,11800
2013,3,7,3/7/13,Thurs,11918
2013,3,8,3/8/13,Fri,11787
2013,3,9,3/9/13,Sat,7946
2013,3,10,3/10/13,Sun,6610
2013,3,11,3/11/13,Mon,11591
2013,3,12,3/12/13,Tues,12102
2013,3,13,3/13/13,Wed,11937
2013,3,14,3/14/13,Thurs,11831
2013,3,15,3/15/13,Fri,11811
2013,3,16,3/16/13,Sat,7906
2013,3,17,3/17/13,Sun,7134
2013,3,18,3/18/13,Mon,11825
2013,3,19,3/19/13,Tues,12070
2013,3,20,3/20/13,Wed,12024
2013,3,21,3/21/13,Thurs,12096
2013,3,22,3/22/13,Fri,11949
2013,3,23,3/23/13,Sat,7876
2013,3,24,3/24/13,Sun,6956
2013,3,25,3/25/13,Mon,11619
2013,3,26,3/26/13,Tues,12199
2013,3,27,3/27/13,Wed,12204
2013,3,28,3/28/13,Thurs,12006
2013,3,29,3/29/13,Fri,10986
2013,3,30,3/30/13,Sat,7863
2013,3,31,3/31/13,Sun,6735
2013,4,1,4/1/13,Mon,10440
2013,4,2,4/2/13,Tues,12389
2013,4,3,4/3/13,Wed,12081
2013,4,4,4/4/13,Thurs,12019
2013,4,5,4/5/13,Fri,11858
2013,4,6,4/6/13,Sat,7789
2013,4,7,4/7/13,Sun,6796
2013,4,8,4/8/13,Mon,11423
2013,4,9,4/9/13,Tues,12074
2013,4,10,4/10/13,Wed,11759
2013,4,11,4/11/13,Thurs,11765
2013,4,12,4/12/13,Fri,11494
2013,4,13,4/13/13,Sat,7643
2013,4,14,4/14/13,Sun,6898
2013,4,15,4/15/13,Mon,11318
2013,4,16,4/16/13,Tues,12168
2013,4,17,4/17/13,Wed,11765
2013,4,18,4/18/13,Thurs,11665
2013,4,19,4/19/13,Fri,11511
2013,4,20,4/20/13,Sat,7718
2013,4,21,4/21/13,Sun,6722
2013,4,22,4/22/13,Mon,11410
2013,4,23,4/23/13,Tues,11956
2013,4,24,4/24/13,Wed,11537
2013,4,25,4/25/13,Thurs,11620
2013,4,26,4/26/13,Fri,11442
2013,4,27,4/27/13,Sat,7651
2013,4,28,4/28/13,Sun,6852
2013,4,29,4/29/13,Mon,11259
2013,4,30,4/30/13,Tues,11825
2013,5,1,5/1/13,Wed,11948
2013,5,2,5/2/13,Thurs,11787
2013,5,3,5/3/13,Fri,11805
2013,5,4,5/4/13,Sat,7714
2013,5,5,5/5/13,Sun,6609
2013,5,6,5/6/13,Mon,11316
2013,5,7,5/7/13,Tues,12275
2013,5,8,5/8/13,Wed,11867
2013,5,9,5/9/13,Thurs,11628
2013,5,10,5/10/13,Fri,11813
2013,5,11,5/11/13,Sat,7727
2013,5,12,5/12/13,Sun,7060
2013,5,13,5/13/13,Mon,11289
2013,5,14,5/14/13,Tues,12345
2013,5,15,5/15/13,Wed,12184
2013,5,16,5/16/13,Thurs,12145
2013,5,17,5/17/13,Fri,11945
2013,5,18,5/18/13,Sat,7764
2013,5,19,5/19/13,Sun,7049
2013,5,20,5/20/13,Mon,11968
2013,5,21,5/21/13,Tues,12685
2013,5,22,5/22/13,Wed,12366
2013,5,23,5/23/13,Thurs,12523
2013,5,24,5/24/13,Fri,12265
2013,5,25,5/25/13,Sat,8156
2013,5,26,5/26/13,Sun,6880
2013,5,27,5/27/13,Mon,7351
2013,5,28,5/28/13,Tues,12462
2013,5,29,5/29/13,Wed,13062
2013,5,30,5/30/13,Thurs,12798
2013,5,31,5/31/13,Fri,12082
2013,6,1,6/1/13,Sat,8320
2013,6,2,6/2/13,Sun,7015
2013,6,3,6/3/13,Mon,11718
2013,6,4,6/4/13,Tues,12315
2013,6,5,6/5/13,Wed,12343
2013,6,6,6/6/13,Thurs,11935
2013,6,7,6/7/13,Fri,12203
2013,6,8,6/8/13,Sat,8184
2013,6,9,6/9/13,Sun,7306
2013,6,10,6/10/13,Mon,11852
2013,6,11,6/11/13,Tues,12304
2013,6,12,6/12/13,Wed,11924
2013,6,13,6/13/13,Thurs,12096
2013,6,14,6/14/13,Fri,12046
2013,6,15,6/15/13,Sat,8235
2013,6,16,6/16/13,Sun,7267
2013,6,17,6/17/13,Mon,12166
2013,6,18,6/18/13,Tues,12754
2013,6,19,6/19/13,Wed,12217
2013,6,20,6/20/13,Thurs,12417
2013,6,21,6/21/13,Fri,12175
2013,6,22,6/22/13,Sat,8301
2013,6,23,6/23/13,Sun,7435
2013,6,24,6/24/13,Mon,12033
2013,6,25,6/25/13,Tues,12819
2013,6,26,6/26/13,Wed,12526
2013,6,27,6/27/13,Thurs,12733
2013,6,28,6/28/13,Fri,12585
2013,6,29,6/29/13,Sat,8325
2013,6,30,6/30/13,Sun,7319
2013,7,1,7/1/13,Mon,12558
2013,7,2,7/2/13,Tues,13437
2013,7,3,7/3/13,Wed,13247
2013,7,4,7/4/13,Thurs,8883
2013,7,5,7/5/13,Fri,11318
2013,7,6,7/6/13,Sat,8420
2013,7,7,7/7/13,Sun,7454
2013,7,8,7/8/13,Mon,12493
2013,7,9,7/9/13,Tues,13408
2013,7,10,7/10/13,Wed,12915
2013,7,11,7/11/13,Thurs,12806
2013,7,12,7/12/13,Fri,12535
2013,7,13,7/13/13,Sat,8485
2013,7,14,7/14/13,Sun,7536
2013,7,15,7/15/13,Mon,12506
2013,7,16,7/16/13,Tues,13083
2013,7,17,7/17/13,Wed,12912
2013,7,18,7/18/13,Thurs,12824
2013,7,19,7/19/13,Fri,12528
2013,7,20,7/20/13,Sat,8389
2013,7,21,7/21/13,Sun,7564
2013,7,22,7/22/13,Mon,12544
2013,7,23,7/23/13,Tues,13316
2013,7,24,7/24/13,Wed,12804
2013,7,25,7/25/13,Thurs,12860
2013,7,26,7/26/13,Fri,12249
2013,7,27,7/27/13,Sat,8328
2013,7,28,7/28/13,Sun,7492
2013,7,29,7/29/13,Mon,12096
2013,7,30,7/30/13,Tues,12880
2013,7,31,7/31/13,Wed,12625
2013,8,1,8/1/13,Thurs,12971
2013,8,2,8/2/13,Fri,12561
2013,8,3,8/3/13,Sat,8539
2013,8,4,8/4/13,Sun,7600
2013,8,5,8/5/13,Mon,12434
2013,8,6,8/6/13,Tues,13055
2013,8,7,8/7/13,Wed,13109
2013,8,8,8/8/13,Thurs,13207
2013,8,9,8/9/13,Fri,12756
2013,8,10,8/10/13,Sat,8777
2013,8,11,8/11/13,Sun,7797
2013,8,12,8/12/13,Mon,12391
2013,8,13,8/13/13,Tues,12975
2013,8,14,8/14/13,Wed,13049
2013,8,15,8/15/13,Thurs,13101
2013,8,16,8/16/13,Fri,12702
2013,8,17,8/17/13,Sat,8747
2013,8,18,8/18/13,Sun,7612
2013,8,19,8/19/13,Mon,12426
2013,8,20,8/20/13,Tues,13051
2013,8,21,8/21/13,Wed,12903
2013,8,22,8/22/13,Thurs,12873
2013,8,23,8/23/13,Fri,12805
2013,8,24,8/24/13,Sat,8801
2013,8,25,8/25/13,Sun,7638
2013,8,26,8/26/13,Mon,12293
2013,8,27,8/27/13,Tues,13131
2013,8,28,8/28/13,Wed,13129
2013,8,29,8/29/13,Thurs,12873
2013,8,30,8/30/13,Fri,12814
2013,8,31,8/31/13,Sat,8759
2013,9,1,9/1/13,Sun,7620
2013,9,2,9/2/13,Mon,7896
2013,9,3,9/3/13,Tues,12910
2013,9,4,9/4/13,Wed,13680
2013,9,5,9/5/13,Thurs,13337
2013,9,6,9/6/13,Fri,12876
2013,9,7,9/7/13,Sat,8800
2013,9,8,9/8/13,Sun,7737
2013,9,9,9/9/13,Mon,12653
2013,9,10,9/10/13,Tues,13440
2013,9,11,9/11/13,Wed,12074
2013,9,12,9/12/13,Thurs,13460
2013,9,13,9/13/13,Fri,12669
2013,9,14,9/14/13,Sat,8795
2013,9,15,9/15/13,Sun,7865
2013,9,16,9/16/13,Mon,12842
2013,9,17,9/17/13,Tues,13542
2013,9,18,9/18/13,Wed,13242
2013,9,19,9/19/13,Thurs,13333
2013,9,20,9/20/13,Fri,13040
2013,9,21,9/21/13,Sat,8863
2013,9,22,9/22/13,Sun,7817
2013,9,23,9/23/13,Mon,12715
2013,9,24,9/24/13,Tues,13173
2013,9,25,9/25/13,Wed,13042
2013,9,26,9/26/13,Thurs,13044
2013,9,27,9/27/13,Fri,12774
2013,9,28,9/28/13,Sat,8704
2013,9,29,9/29/13,Sun,7618
2013,9,30,9/30/13,Mon,12115
2013,10,1,10/1/13,Tues,13195
2013,10,2,10/2/13,Wed,12614
2013,10,3,10/3/13,Thurs,12880
2013,10,4,10/4/13,Fri,12493
2013,10,5,10/5/13,Sat,8593
2013,10,6,10/6/13,Sun,7471
2013,10,7,10/7/13,Mon,11877
2013,10,8,10/8/13,Tues,12765
2013,10,9,10/9/13,Wed,12393
2013,10,10,10/10/13,Thurs,12804
2013,10,11,10/11/13,Fri,12192
2013,10,12,10/12/13,Sat,8223
2013,10,13,10/13/13,Sun,7172
2013,10,14,10/14/13,Mon,11736
2013,10,15,10/15/13,Tues,12582
2013,10,16,10/16/13,Wed,12227
2013,10,17,10/17/13,Thurs,12220
2013,10,18,10/18/13,Fri,12169
2013,10,19,10/19/13,Sat,7995
2013,10,20,10/20/13,Sun,7121
2013,10,21,10/21/13,Mon,11687
2013,10,22,10/22/13,Tues,12462
2013,10,23,10/23/13,Wed,12223
2013,10,24,10/24/13,Thurs,12320
2013,10,25,10/25/13,Fri,12210
2013,10,26,10/26/13,Sat,8077
2013,10,27,10/27/13,Sun,7139
2013,10,28,10/28/13,Mon,12199
2013,10,29,10/29/13,Tues,12519
2013,10,30,10/30/13,Wed,11752
2013,10,31,10/31/13,Thurs,10975
2013,11,1,11/1/13,Fri,12653
2013,11,2,11/2/13,Sat,8407
2013,11,3,11/3/13,Sun,7368
2013,11,4,11/4/13,Mon,12164
2013,11,5,11/5/13,Tues,12785
2013,11,6,11/6/13,Wed,12113
2013,11,7,11/7/13,Thurs,12566
2013,11,8,11/8/13,Fri,12026
2013,11,9,11/9/13,Sat,8092
2013,11,10,11/10/13,Sun,7258
2013,11,11,11/11/13,Mon,11418
2013,11,12,11/12/13,Tues,13669
2013,11,13,11/13/13,Wed,12130
2013,11,14,11/14/13,Thurs,12206
2013,11,15,11/15/13,Fri,12339
2013,11,16,11/16/13,Sat,8305
2013,11,17,11/17/13,Sun,7348
2013,11,18,11/18/13,Mon,12154
2013,11,19,11/19/13,Tues,12413
2013,11,20,11/20/13,Wed,12503
2013,11,21,11/21/13,Thurs,12499
2013,11,22,11/22/13,Fri,12459
2013,11,23,11/23/13,Sat,8239
2013,11,24,11/24/13,Sun,7362
2013,11,25,11/25/13,Mon,12658
2013,11,26,11/26/13,Tues,13211
2013,11,27,11/27/13,Wed,11782
2013,11,28,11/28/13,Thurs,7175
2013,11,29,11/29/13,Fri,9077
2013,11,30,11/30/13,Sat,7778
2013,12,1,12/1/13,Sun,7449
2013,12,2,12/2/13,Mon,12512
2013,12,3,12/3/13,Tues,13352
2013,12,4,12/4/13,Wed,12947
2013,12,5,12/5/13,Thurs,12437
2013,12,6,12/6/13,Fri,11861
2013,12,7,12/7/13,Sat,8068
2013,12,8,12/8/13,Sun,7226
2013,12,9,12/9/13,Mon,11824
2013,12,10,12/10/13,Tues,12597
2013,12,11,12/11/13,Wed,12413
2013,12,12,12/12/13,Thurs,12485
2013,12,13,12/13/13,Fri,11484
2013,12,14,12/14/13,Sat,8163
2013,12,15,12/15/13,Sun,7305
2013,12,16,12/16/13,Mon,12316
2013,12,17,12/17/13,Tues,13252
2013,12,18,12/18/13,Wed,13132
2013,12,19,12/19/13,Thurs,13320
2013,12,20,12/20/13,Fri,13248
2013,12,21,12/21/13,Sat,8836
2013,12,22,12/22/13,Sun,7535
2013,12,23,12/23/13,Mon,12140
2013,12,24,12/24/13,Tues,9194
2013,12,25,12/25/13,Wed,6620
2013,12,26,12/26/13,Thurs,11375
2013,12,27,12/27/13,Fri,13588
2013,12,28,12/28/13,Sat,9203
2013,12,29,12/29/13,Sun,7896
2013,12,30,12/30/13,Mon,13096
2013,12,31,12/31/13,Tues,12525
2014,1,1,1/1/14,Wed,8018
2014,1,2,1/2/14,Thurs,11171
2014,1,3,1/3/14,Fri,12317
2014,1,4,1/4/14,Sat,8199
2014,1,5,1/5/14,Sun,7174
2014,1,6,1/6/14,Mon,11400
2014,1,7,1/7/14,Tues,12310
2014,1,8,1/8/14,Wed,11829
2014,1,9,1/9/14,Thurs,11827
2014,1,10,1/10/14,Fri,11989
2014,1,11,1/11/14,Sat,8292
2014,1,12,1/12/14,Sun,7298
2014,1,13,1/13/14,Mon,11714
2014,1,14,1/14/14,Tues,12598
2014,1,15,1/15/14,Wed,11785
2014,1,16,1/16/14,Thurs,11822
2014,1,17,1/17/14,Fri,11932
2014,1,18,1/18/14,Sat,8143
2014,1,19,1/19/14,Sun,6924
2014,1,20,1/20/14,Mon,11024
2014,1,21,1/21/14,Tues,12177
2014,1,22,1/22/14,Wed,11936
2014,1,23,1/23/14,Thurs,12162
2014,1,24,1/24/14,Fri,11840
2014,1,25,1/25/14,Sat,8190
2014,1,26,1/26/14,Sun,7424
2014,1,27,1/27/14,Mon,11561
2014,1,28,1/28/14,Tues,12031
2014,1,29,1/29/14,Wed,11381
2014,1,30,1/30/14,Thurs,11651
2014,1,31,1/31/14,Fri,11843
2014,2,1,2/1/14,Sat,8206
2014,2,2,2/2/14,Sun,7265
2014,2,3,2/3/14,Mon,11825
2014,2,4,2/4/14,Tues,12519
2014,2,5,2/5/14,Wed,11914
2014,2,6,2/6/14,Thurs,11807
2014,2,7,2/7/14,Fri,12246
2014,2,8,2/8/14,Sat,8129
2014,2,9,2/9/14,Sun,7060
2014,2,10,2/10/14,Mon,11886
2014,2,11,2/11/14,Tues,12311
2014,2,12,2/12/14,Wed,12154
2014,2,13,2/13/14,Thurs,11384
2014,2,14,2/14/14,Fri,12494
2014,2,15,2/15/14,Sat,8391
2014,2,16,2/16/14,Sun,7259
2014,2,17,2/17/14,Mon,11144
2014,2,18,2/18/14,Tues,12331
2014,2,19,2/19/14,Wed,11932
2014,2,20,2/20/14,Thurs,12142
2014,2,21,2/21/14,Fri,11988
2014,2,22,2/22/14,Sat,8049
2014,2,23,2/23/14,Sun,7092
2014,2,24,2/24/14,Mon,11621
2014,2,25,2/25/14,Tues,12291
2014,2,26,2/26/14,Wed,11932
2014,2,27,2/27/14,Thurs,11856
2014,2,28,2/28/14,Fri,11671
2014,3,1,3/1/14,Sat,8186
2014,3,2,3/2/14,Sun,7267
2014,3,3,3/3/14,Mon,11793
2014,3,4,3/4/14,Tues,12065
2014,3,5,3/5/14,Wed,12129
2014,3,6,3/6/14,Thurs,12069
2014,3,7,3/7/14,Fri,12035
2014,3,8,3/8/14,Sat,8140
2014,3,9,3/9/14,Sun,6789
2014,3,10,3/10/14,Mon,11620
2014,3,11,3/11/14,Tues,12084
2014,3,12,3/12/14,Wed,11819
2014,3,13,3/13/14,Thurs,11623
2014,3,14,3/14/14,Fri,11841
2014,3,15,3/15/14,Sat,8080
2014,3,16,3/16/14,Sun,6973
2014,3,17,3/17/14,Mon,11936
2014,3,18,3/18/14,Tues,12231
2014,3,19,3/19/14,Wed,11953
2014,3,20,3/20/14,Thurs,12266
2014,3,21,3/21/14,Fri,11987
2014,3,22,3/22/14,Sat,8109
2014,3,23,3/23/14,Sun,7147
2014,3,24,3/24/14,Mon,11542
