year,month,date_of_month,date,day_of_week,births
2008,7,12,7/12/08,Sat,9084
2008,7,13,7/13/08,Sun,7885
2008,7,14,7/14/08,Mon,12881
2008,7,15,7/15/08,Tues,14221
2008,7,16,7/16/08,Wed,14016
2008,7,17,7/17/08,Thurs,13987
2008,7,18,7/18/08,Fri,13542
2008,7,19,7/19/08,Sat,8978
2008,7,20,7/20/08,Sun,7999
2008,7,21,7/21/08,Mon,13053
2008,7,22,7/22/08,Tues,14241
2008,7,23,7/23/08,Wed,13994
2008,7,24,7/24/08,Thurs,13622
2008,7,25,7/25/08,Fri,13417
2008,7,26,7/26/08,Sat,8898
2008,7,27,7/27/08,Sun,7940
2008,7,28,7/28/08,Mon,13054
2008,7,29,7/29/08,Tues,14259
2008,7,30,7/30/08,Wed,13883
2008,7,31,7/31/08,Thurs,13939
2008,8,1,8/1/08,Fri,13684
2008,8,2,8/2/08,Sat,9018
2008,8,3,8/3/08,Sun,7911
2008,8,4,8/4/08,Mon,13155
2008,8,5,8/5/08,Tues,13981
2008,8,6,8/6/08,Wed,13800
2008,8,7,8/7/08,Thurs,13859
2008,8,8,8/8/08,Fri,15374
2008,8,9,8/9/08,Sat,9233
2008,8,10,8/10/08,Sun,7951
2008,8,11,8/11/08,Mon,13186
2008,8,12,8/12/08,Tues,14336
2008,8,13,8/13/08,Wed,13933
2008,8,14,8/14/08,Thurs,14248
2008,8,15,8/15/08,Fri,13890
2008,8,16,8/16/08,Sat,9180
2008,8,17,8/17/08,Sun,7848
2008,8,18,8/18/08,Mon,13404
2008,8,19,8/19/08,Tues,14348
2008,8,20,8/20/08,Wed,14083
2008,8,21,8/21/08,Thurs,14010
2008,8,22,8/22/08,Fri,13923
2008,8,23,8/23/08,Sat,8997
2008,8,24,8/24/08,Sun,8008
2008,8,25,8/25/08,Mon,13051
2008,8,26,8/26/08,Tues,14260
2008,8,27,8/27/08,Wed,14213
2008,8,28,8/28/08,Thurs,14718
2008,8,29,8/29/08,Fri,14260
2008,8,30,8/30/08,Sat,9182
2008,8,31,8/31/08,Sun,8002
2008,9,1,9/1/08,Mon,8105
2008,9,2,9/2/08,Tues,13488
2008,9,3,9/3/08,Wed,14657
2008,9,4,9/4/08,Thurs,14980
2008,9,5,9/5/08,Fri,14475
2008,9,6,9/6/08,Sat,9450
2008,9,7,9/7/08,Sun,8209
2008,9,8,9/8/08,Mon,13437
2008,9,9,9/9/08,Tues,14567
2008,9,10,9/10/08,Wed,14474
2008,9,11,9/11/08,Thurs,13391
2008,9,12,9/12/08,Fri,14312
2008,9,13,9/13/08,Sat,9552
2008,9,14,9/14/08,Sun,8405
2008,9,15,9/15/08,Mon,13775
2008,9,16,9/16/08,Tues,14736
2008,9,17,9/17/08,Wed,14316
2008,9,18,9/18/08,Thurs,14512
2008,9,19,9/19/08,Fri,14151
2008,9,20,9/20/08,Sat,9227
2008,9,21,9/21/08,Sun,8183
2008,9,22,9/22/08,Mon,13246
2008,9,23,9/23/08,Tues,14464
2008,9,24,9/24/08,Wed,14016
2008,9,25,9/25/08,Thurs,14176
2008,9,26,9/26/08,Fri,13705
2008,9,27,9/27/08,Sat,9168
2008,9,28,9/28/08,Sun,7892
2008,9,29,9/29/08,Mon,12819
2008,9,30,9/30/08,Tues,13737
2008,10,1,10/1/08,Wed,13761
2008,10,2,10/2/08,Thurs,13742
2008,10,3,10/3/08,Fri,13189
2008,10,4,10/4/08,Sat,8788
2008,10,5,10/5/08,Sun,7609
2008,10,6,10/6/08,Mon,12557
2008,10,7,10/7/08,Tues,13728
2008,10,8,10/8/08,Wed,13499
2008,10,9,10/9/08,Thurs,13301
2008,10,10,10/10/08,Fri,13264
2008,10,11,10/11/08,Sat,8624
2008,10,12,10/12/08,Sun,7590
2008,10,13,10/13/08,Mon,11616
2008,10,14,10/14/08,Tues,13396
2008,10,15,10/15/08,Wed,13299
2008,10,16,10/16/08,Thurs,13163
2008,10,17,10/17/08,Fri,12957
2008,10,18,10/18/08,Sat,8373
2008,10,19,10/19/08,Sun,7205
2008,10,20,10/20/08,Mon,12384
2008,10,21,10/21/08,Tues,13478
2008,10,22,10/22/08,Wed,13256
2008,10,23,10/23/08,Thurs,13239
2008,10,24,10/24/08,Fri,12872
2008,10,25,10/25/08,Sat,8409
2008,10,26,10/26/08,Sun,7318
2008,10,27,10/27/08,Mon,12358
2008,10,28,10/28/08,Tues,13528
2008,10,29,10/29/08,Wed,12954
2008,10,30,10/30/08,Thurs,12950
2008,10,31,10/31/08,Fri,11013
2008,11,1,11/1/08,Sat,8395
2008,11,2,11/2/08,Sun,7807
2008,11,3,11/3/08,Mon,12887
2008,11,4,11/4/08,Tues,13244
2008,11,5,11/5/08,Wed,13041
2008,11,6,11/6/08,Thurs,13153
2008,11,7,11/7/08,Fri,13203
2008,11,8,11/8/08,Sat,8538
2008,11,9,11/9/08,Sun,7305
2008,11,10,11/10/08,Mon,12333
2008,11,11,11/11/08,Tues,13323
2008,11,12,11/12/08,Wed,12852
2008,11,13,11/13/08,Thurs,12541
2008,11,14,11/14/08,Fri,12824
2008,11,15,11/15/08,Sat,8377
2008,11,16,11/16/08,Sun,7225
2008,11,17,11/17/08,Mon,12251
2008,11,18,11/18/08,Tues,13202
2008,11,19,11/19/08,Wed,12874
2008,11,20,11/20/08,Thurs,13436
2008,11,21,11/21/08,Fri,13189
2008,11,22,11/22/08,Sat,8449
2008,11,23,11/23/08,Sun,7301
2008,11,24,11/24/08,Mon,13493
2008,11,25,11/25/08,Tues,13929
2008,11,26,11/26/08,Wed,12242
2008,11,27,11/27/08,Thurs,7126
2008,11,28,11/28/08,Fri,9247
2008,11,29,11/29/08,Sat,7803
2008,11,30,11/30/08,Sun,7315
2008,12,1,12/1/08,Mon,13029
2008,12,2,12/2/08,Tues,14138
2008,12,3,12/3/08,Wed,13317
2008,12,4,12/4/08,Thurs,13250
2008,12,5,12/5/08,Fri,12734
2008,12,6,12/6/08,Sat,8422
2008,12,7,12/7/08,Sun,7282
2008,12,8,12/8/08,Mon,12322
2008,12,9,12/9/08,Tues,13112
2008,12,10,12/10/08,Wed,13113
2008,12,11,12/11/08,Thurs,12851
2008,12,12,12/12/08,Fri,12903
2008,12,13,12/13/08,Sat,8436
2008,12,14,12/14/08,Sun,7380
2008,12,15,12/15/08,Mon,12377
2008,12,16,12/16/08,Tues,13900
2008,12,17,12/17/08,Wed,13814
2008,12,18,12/18/08,Thurs,14324
2008,12,19,12/19/08,Fri,14007
2008,12,20,12/20/08,Sat,8665
2008,12,21,12/21/08,Sun,7635
2008,12,22,12/22/08,Mon,13831
2008,12,23,12/23/08,Tues,13374
2008,12,24,12/24/08,Wed,9235
2008,12,25,12/25/08,Thurs,6471
2008,12,26,12/26/08,Fri,10890
2008,12,27,12/27/08,Sat,8728
2008,12,28,12/28/08,Sun,7677
2008,12,29,12/29/08,Mon,13951
2008,12,30,12/30/08,Tues,15645
2008,12,31,12/31/08,Wed,12906
2009,1,1,1/1/09,Thurs,8145
2009,1,2,1/2/09,Fri,10995
2009,1,3,1/3/09,Sat,8338
2009,1,4,1/4/09,Sun,7283
2009,1,5,1/5/09,Mon,12125
2009,1,6,1/6/09,Tues,13222
2009,1,7,1/7/09,Wed,13119
2009,1,8,1/8/09,Thurs,13019
2009,1,9,1/9/09,Fri,12647
2009,1,10,1/10/09,Sat,8233
2009,1,11,1/11/09,Sun,7122
2009,1,12,1/12/09,Mon,12178
2009,1,13,1/13/09,Tues,12597
2009,1,14,1/14/09,Wed,13013
2009,1,15,1/15/09,Thurs,12800
2009,1,16,1/16/09,Fri,12542
2009,1,17,1/17/09,Sat,8175
2009,1,18,1/18/09,Sun,7151
2009,1,19,1/19/09,Mon,11353
2009,1,20,1/20/09,Tues,12935
2009,1,21,1/21/09,Wed,12822
2009,1,22,1/22/09,Thurs,13125
2009,1,23,1/23/09,Fri,12995
2009,1,24,1/24/09,Sat,8357
2009,1,25,1/25/09,Sun,7261
2009,1,26,1/26/09,Mon,12156
2009,1,27,1/27/09,Tues,13107
2009,1,28,1/28/09,Wed,12703
2009,1,29,1/29/09,Thurs,12729
2009,1,30,1/30/09,Fri,12527
2009,1,31,1/31/09,Sat,8201
2009,2,1,2/1/09,Sun,7255
2009,2,2,2/2/09,Mon,12525
2009,2,3,2/3/09,Tues,13330
2009,2,4,2/4/09,Wed,12894
2009,2,5,2/5/09,Thurs,12817
2009,2,6,2/6/09,Fri,12517
2009,2,7,2/7/09,Sat,8451
2009,2,8,2/8/09,Sun,7462
2009,2,9,2/9/09,Mon,12484
2009,2,10,2/10/09,Tues,13612
2009,2,11,2/11/09,Wed,13219
2009,2,12,2/12/09,Thurs,13635
2009,2,13,2/13/09,Fri,11832
2009,2,14,2/14/09,Sat,8550
2009,2,15,2/15/09,Sun,7434
2009,2,16,2/16/09,Mon,11731
2009,2,17,2/17/09,Tues,13151
2009,2,18,2/18/09,Wed,13324
2009,2,19,2/19/09,Thurs,13171
2009,2,20,2/20/09,Fri,12995
2009,2,21,2/21/09,Sat,8628
2009,2,22,2/22/09,Sun,7286
2009,2,23,2/23/09,Mon,12363
2009,2,24,2/24/09,Tues,13110
2009,2,25,2/25/09,Wed,13084
2009,2,26,2/26/09,Thurs,13134
2009,2,27,2/27/09,Fri,12732
2009,2,28,2/28/09,Sat,8396
2009,3,1,3/1/09,Sun,7342
2009,3,2,3/2/09,Mon,12276
2009,3,3,3/3/09,Tues,13265
2009,3,4,3/4/09,Wed,12903
2009,3,5,3/5/09,Thurs,13176
2009,3,6,3/6/09,Fri,13081
2009,3,7,3/7/09,Sat,8556
2009,3,8,3/8/09,Sun,7314
2009,3,9,3/9/09,Mon,12400
2009,3,10,3/10/09,Tues,13568
2009,3,11,3/11/09,Wed,12999
2009,3,12,3/12/09,Thurs,13134
2009,3,13,3/13/09,Fri,12087
2009,3,14,3/14/09,Sat,8396
2009,3,15,3/15/09,Sun,7130
2009,3,16,3/16/09,Mon,12264
2009,3,17,3/17/09,Tues,13542
2009,3,18,3/18/09,Wed,12987
2009,3,19,3/19/09,Thurs,12706
2009,3,20,3/20/09,Fri,12927
2009,3,21,3/21/09,Sat,8286
2009,3,22,3/22/09,Sun,7168
2009,3,23,3/23/09,Mon,12056
2009,3,24,3/24/09,Tues,13309
2009,3,25,3/25/09,Wed,13027
2009,3,26,3/26/09,Thurs,12785
2009,3,27,3/27/09,Fri,12692
2009,3,28,3/28/09,Sat,8381
2009,3,29,3/29/09,Sun,7348
2009,3,30,3/30/09,Mon,12330
2009,3,31,3/31/09,Tues,13136
2009,4,1,4/1/09,Wed,12247
2009,4,2,4/2/09,Thurs,13233
2009,4,3,4/3/09,Fri,13078
2009,4,4,4/4/09,Sat,8389
2009,4,5,4/5/09,Sun,7238
2009,4,6,4/6/09,Mon,12200
2009,4,7,4/7/09,Tues,13589
2009,4,8,4/8/09,Wed,13177
2009,4,9,4/9/09,Thurs,13278
2009,4,10,4/10/09,Fri,12007
2009,4,11,4/11/09,Sat,7906
2009,4,12,4/12/09,Sun,6864
2009,4,13,4/13/09,Mon,11617
2009,4,14,4/14/09,Tues,13415
2009,4,15,4/15/09,Wed,12804
2009,4,16,4/16/09,Thurs,13095
2009,4,17,4/17/09,Fri,12481
2009,4,18,4/18/09,Sat,8364
2009,4,19,4/19/09,Sun,7309
2009,4,20,4/20/09,Mon,12252
2009,4,21,4/21/09,Tues,13273
2009,4,22,4/22/09,Wed,12958
2009,4,23,4/23/09,Thurs,12872
2009,4,24,4/24/09,Fri,12231
2009,4,25,4/25/09,Sat,8191
2009,4,26,4/26/09,Sun,7198
2009,4,27,4/27/09,Mon,12199
2009,4,28,4/28/09,Tues,13243
2009,4,29,4/29/09,Wed,12701
2009,4,30,4/30/09,Thurs,12413
2009,5,1,5/1/09,Fri,12930
2009,5,2,5/2/09,Sat,8169
2009,5,3,5/3/09,Sun,7220
2009,5,4,5/4/09,Mon,12126
2009,5,5,5/5/09,Tues,13358
2009,5,6,5/6/09,Wed,12686
2009,5,7,5/7/09,Thurs,13088
2009,5,8,5/8/09,Fri,12738
2009,5,9,5/9/09,Sat,8180
2009,5,10,5/10/09,Sun,7339
2009,5,11,5/11/09,Mon,12410
2009,5,12,5/12/09,Tues,13415
2009,5,13,5/13/09,Wed,12920
2009,5,14,5/14/09,Thurs,13033
2009,5,15,5/15/09,Fri,12874
2009,5,16,5/16/09,Sat,8327
2009,5,17,5/17/09,Sun,7256
2009,5,18,5/18/09,Mon,12467
2009,5,19,5/19/09,Tues,13543
2009,5,20,5/20/09,Wed,13694
2009,5,21,5/21/09,Thurs,13569
2009,5,22,5/22/09,Fri,13314
2009,5,23,5/23/09,Sat,8618
2009,5,24,5/24/09,Sun,7481
2009,5,25,5/25/09,Mon,8058
2009,5,26,5/26/09,Tues,13239
2009,5,27,5/27/09,Wed,14350
2009,5,28,5/28/09,Thurs,14057
2009,5,29,5/29/09,Fri,13290
2009,5,30,5/30/09,Sat,8602
2009,5,31,5/31/09,Sun,7480
2009,6,1,6/1/09,Mon,12541
2009,6,2,6/2/09,Tues,13408
2009,6,3,6/3/09,Wed,13080
2009,6,4,6/4/09,Thurs,13036
2009,6,5,6/5/09,Fri,12648
2009,6,6,6/6/09,Sat,8428
2009,6,7,6/7/09,Sun,7221
2009,6,8,6/8/09,Mon,12472
2009,6,9,6/9/09,Tues,13368
2009,6,10,6/10/09,Wed,13248
2009,6,11,6/11/09,Thurs,13079
2009,6,12,6/12/09,Fri,12780
2009,6,13,6/13/09,Sat,8376
2009,6,14,6/14/09,Sun,7380
2009,6,15,6/15/09,Mon,12465
2009,6,16,6/16/09,Tues,13542
2009,6,17,6/17/09,Wed,13440
2009,6,18,6/18/09,Thurs,13611
2009,6,19,6/19/09,Fri,12846
2009,6,20,6/20/09,Sat,8603
2009,6,21,6/21/09,Sun,7559
2009,6,22,6/22/09,Mon,12396
2009,6,23,6/23/09,Tues,13700
2009,6,24,6/24/09,Wed,13268
2009,6,25,6/25/09,Thurs,13362
2009,6,26,6/26/09,Fri,12981
2009,6,27,6/27/09,Sat,8474
2009,6,28,6/28/09,Sun,7471
2009,6,29,6/29/09,Mon,12776
2009,6,30,6/30/09,Tues,14061
2009,7,1,7/1/09,Wed,14311
2009,7,2,7/2/09,Thurs,13931
2009,7,3,7/3/09,Fri,10630
2009,7,4,7/4/09,Sat,7978
2009,7,5,7/5/09,Sun,7333
2009,7,6,7/6/09,Mon,12415
2009,7,7,7/7/09,Tues,14208
2009,7,8,7/8/09,Wed,14252
2009,7,9,7/9/09,Thurs,13566
2009,7,10,7/10/09,Fri,13276
2009,7,11,7/11/09,Sat,8769
2009,7,12,7/12/09,Sun,7627
2009,7,13,7/13/09,Mon,12570
2009,7,14,7/14/09,Tues,14086
2009,7,15,7/15/09,Wed,13939
2009,7,16,7/16/09,Thurs,14012
2009,7,17,7/17/09,Fri,13258
2009,7,18,7/18/09,Sat,8626
2009,7,19,7/19/09,Sun,7536
2009,7,20,7/20/09,Mon,12612
2009,7,21,7/21/09,Tues,13974
2009,7,22,7/22/09,Wed,13657
2009,7,23,7/23/09,Thurs,13880
2009,7,24,7/24/09,Fri,13132
2009,7,25,7/25/09,Sat,8887
2009,7,26,7/26/09,Sun,7716
2009,7,27,7/27/09,Mon,12684
2009,7,28,7/28/09,Tues,14163
2009,7,29,7/29/09,Wed,13619
2009,7,30,7/30/09,Thurs,13537
2009,7,31,7/31/09,Fri,13307
2009,8,1,8/1/09,Sat,8684
2009,8,2,8/2/09,Sun,7492
2009,8,3,8/3/09,Mon,12642
2009,8,4,8/4/09,Tues,13937
2009,8,5,8/5/09,Wed,13510
2009,8,6,8/6/09,Thurs,13377
2009,8,7,8/7/09,Fri,13122
2009,8,8,8/8/09,Sat,8830
2009,8,9,8/9/09,Sun,7683
2009,8,10,8/10/09,Mon,12759
2009,8,11,8/11/09,Tues,14021
2009,8,12,8/12/09,Wed,13764
2009,8,13,8/13/09,Thurs,13391
2009,8,14,8/14/09,Fri,13398
2009,8,15,8/15/09,Sat,8566
2009,8,16,8/16/09,Sun,7750
2009,8,17,8/17/09,Mon,13104
2009,8,18,8/18/09,Tues,14226
2009,8,19,8/19/09,Wed,13634
2009,8,20,8/20/09,Thurs,13994
2009,8,21,8/21/09,Fri,13291
2009,8,22,8/22/09,Sat,8952
2009,8,23,8/23/09,Sun,7650
2009,8,24,8/24/09,Mon,12664
2009,8,25,8/25/09,Tues,13928
2009,8,26,8/26/09,Wed,13770
2009,8,27,8/27/09,Thurs,13861
2009,8,28,8/28/09,Fri,13530
2009,8,29,8/29/09,Sat,8805
2009,8,30,8/30/09,Sun,7702
2009,8,31,8/31/09,Mon,12758
2009,9,1,9/1/09,Tues,14107
2009,9,2,9/2/09,Wed,13659
2009,9,3,9/3/09,Thurs,13900
2009,9,4,9/4/09,Fri,13622
2009,9,5,9/5/09,Sat,8959
2009,9,6,9/6/09,Sun,7587
2009,9,7,9/7/09,Mon,7947
2009,9,8,9/8/09,Tues,13555
2009,9,9,9/9/09,Wed,16081
2009,9,10,9/10/09,Thurs,14887
2009,9,11,9/11/09,Fri,13032
2009,9,12,9/12/09,Sat,9264
2009,9,13,9/13/09,Sun,7871
2009,9,14,9/14/09,Mon,13393
2009,9,15,9/15/09,Tues,14558
2009,9,16,9/16/09,Wed,14130
2009,9,17,9/17/09,Thurs,14095
2009,9,18,9/18/09,Fri,13951
2009,9,19,9/19/09,Sat,9032
2009,9,20,9/20/09,Sun,8014
2009,9,21,9/21/09,Mon,13415
2009,9,22,9/22/09,Tues,14318
2009,9,23,9/23/09,Wed,13973
2009,9,24,9/24/09,Thurs,14048
2009,9,25,9/25/09,Fri,13449
2009,9,26,9/26/09,Sat,9013
2009,9,27,9/27/09,Sun,7817
2009,9,28,9/28/09,Mon,12723
2009,9,29,9/29/09,Tues,13829
2009,9,30,9/30/09,Wed,13465
2009,10,1,10/1/09,Thurs,13628
2009,10,2,10/2/09,Fri,13264
2009,10,3,10/3/09,Sat,8548
2009,10,4,10/4/09,Sun,7443
2009,10,5,10/5/09,Mon,12559
2009,10,6,10/6/09,Tues,13674
2009,10,7,10/7/09,Wed,13078
2009,10,8,10/8/09,Thurs,13174
2009,10,9,10/9/09,Fri,12706
2009,10,10,10/10/09,Sat,8577
2009,10,11,10/11/09,Sun,7268
2009,10,12,10/12/09,Mon,12105
2009,10,13,10/13/09,Tues,12941
2009,10,14,10/14/09,Wed,12882
2009,10,15,10/15/09,Thurs,13115
2009,10,16,10/16/09,Fri,12605
2009,10,17,10/17/09,Sat,8155
2009,10,18,10/18/09,Sun,7356
2009,10,19,10/19/09,Mon,12056
2009,10,20,10/20/09,Tues,13142
2009,10,21,10/21/09,Wed,12924
2009,10,22,10/22/09,Thurs,12935
2009,10,23,10/23/09,Fri,12621
2009,10,24,10/24/09,Sat,8353
2009,10,25,10/25/09,Sun,7120
2009,10,26,10/26/09,Mon,12238
2009,10,27,10/27/09,Tues,13230
2009,10,28,10/28/09,Wed,13043
2009,10,29,10/29/09,Thurs,12683
2009,10,30,10/30/09,Fri,11978
2009,10,31,10/31/09,Sat,7658
2009,11,1,11/1/09,Sun,7519
2009,11,2,11/2/09,Mon,12212
2009,11,3,11/3/09,Tues,13205
2009,11,4,11/4/09,Wed,12743
2009,11,5,11/5/09,Thurs,12805
2009,11,6,11/6/09,Fri,12314
2009,11,7,11/7/09,Sat,8044
2009,11,8,11/8/09,Sun,7260
2009,11,9,11/9/09,Mon,11874
2009,11,10,11/10/09,Tues,13287
2009,11,11,11/11/09,Wed,12889
2009,11,12,11/12/09,Thurs,12751
2009,11,13,11/13/09,Fri,11739
2009,11,14,11/14/09,Sat,8281
2009,11,15,11/15/09,Sun,7232
2009,11,16,11/16/09,Mon,11940
2009,11,17,11/17/09,Tues,12950
2009,11,18,11/18/09,Wed,12866
2009,11,19,11/19/09,Thurs,12822
2009,11,20,11/20/09,Fri,13002
2009,11,21,11/21/09,Sat,8335
2009,11,22,11/22/09,Sun,7230
2009,11,23,11/23/09,Mon,13125
2009,11,24,11/24/09,Tues,13907
2009,11,25,11/25/09,Wed,11986
2009,11,26,11/26/09,Thurs,6864
2009,11,27,11/27/09,Fri,8750
2009,11,28,11/28/09,Sat,7604
2009,11,29,11/29/09,Sun,7169
2009,11,30,11/30/09,Mon,12542
2009,12,1,12/1/09,Tues,13900
2009,12,2,12/2/09,Wed,13267
2009,12,3,12/3/09,Thurs,12952
2009,12,4,12/4/09,Fri,12131
2009,12,5,12/5/09,Sat,7855
2009,12,6,12/6/09,Sun,7103
2009,12,7,12/7/09,Mon,11732
2009,12,8,12/8/09,Tues,12823
2009,12,9,12/9/09,Wed,12497
2009,12,10,12/10/09,Thurs,12299
2009,12,11,12/11/09,Fri,11834
2009,12,12,12/12/09,Sat,8082
2009,12,13,12/13/09,Sun,7027
2009,12,14,12/14/09,Mon,12254
2009,12,15,12/15/09,Tues,13347
2009,12,16,12/16/09,Wed,12961
2009,12,17,12/17/09,Thurs,13425
2009,12,18,12/18/09,Fri,13478
2009,12,19,12/19/09,Sat,8436
2009,12,20,12/20/09,Sun,7225
2009,12,21,12/21/09,Mon,13512
2009,12,22,12/22/09,Tues,14102
2009,12,23,12/23/09,Wed,11819
2009,12,24,12/24/09,Thurs,8441
2009,12,25,12/25/09,Fri,6160
2009,12,26,12/26/09,Sat,7172
2009,12,27,12/27/09,Sun,7480
2009,12,28,12/28/09,Mon,13354
2009,12,29,12/29/09,Tues,14600
2009,12,30,12/30/09,Wed,13829
2009,12,31,12/31/09,Thurs,11667
2010,1,1,1/1/10,Fri,7871
2010,1,2,1/2/10,Sat,6990
2010,1,3,1/3/10,Sun,6988
2010,1,4,1/4/10,Mon,11844
2010,1,5,1/5/10,Tues,12995
2010,1,6,1/6/10,Wed,12520
2010,1,7,1/7/10,Thurs,12541
2010,1,8,1/8/10,Fri,12183
2010,1,9,1/9/10,Sat,7809
2010,1,10,1/10/10,Sun,6963
2010,1,11,1/11/10,Mon,11892
2010,1,12,1/12/10,Tues,12921
2010,1,13,1/13/10,Wed,12307
2010,1,14,1/14/10,Thurs,12543
2010,1,15,1/15/10,Fri,12278
2010,1,16,1/16/10,Sat,8032
2010,1,17,1/17/10,Sun,7131
2010,1,18,1/18/10,Mon,11220
2010,1,19,1/19/10,Tues,12510
2010,1,20,1/20/10,Wed,12514
2010,1,21,1/21/10,Thurs,12762
2010,1,22,1/22/10,Fri,12364
2010,1,23,1/23/10,Sat,7996
2010,1,24,1/24/10,Sun,7014
2010,1,25,1/25/10,Mon,11623
2010,1,26,1/26/10,Tues,12821
2010,1,27,1/27/10,Wed,12441
2010,1,28,1/28/10,Thurs,12342
2010,1,29,1/29/10,Fri,11838
2010,1,30,1/30/10,Sat,8035
2010,1,31,1/31/10,Sun,6832
2010,2,1,2/1/10,Mon,11445
2010,2,2,2/2/10,Tues,12831
2010,2,3,2/3/10,Wed,12453
2010,2,4,2/4/10,Thurs,12369
2010,2,5,2/5/10,Fri,12362
2010,2,6,2/6/10,Sat,7948
2010,2,7,2/7/10,Sun,6893
2010,2,8,2/8/10,Mon,11912
2010,2,9,2/9/10,Tues,12747
2010,2,10,2/10/10,Wed,12535
2010,2,11,2/11/10,Thurs,12389
2010,2,12,2/12/10,Fri,12281
2010,2,13,2/13/10,Sat,7947
2010,2,14,2/14/10,Sun,7167
2010,2,15,2/15/10,Mon,11156
2010,2,16,2/16/10,Tues,12363
2010,2,17,2/17/10,Wed,12734
2010,2,18,2/18/10,Thurs,12764
2010,2,19,2/19/10,Fri,12401
2010,2,20,2/20/10,Sat,8201
2010,2,21,2/21/10,Sun,7211
2010,2,22,2/22/10,Mon,11996
2010,2,23,2/23/10,Tues,12628
2010,2,24,2/24/10,Wed,12438
2010,2,25,2/25/10,Thurs,12449
2010,2,26,2/26/10,Fri,12046
2010,2,27,2/27/10,Sat,7832
2010,2,28,2/28/10,Sun,6895
2010,3,1,3/1/10,Mon,11984
2010,3,2,3/2/10,Tues,12868
2010,3,3,3/3/10,Wed,12525
2010,3,4,3/4/10,Thurs,12549
2010,3,5,3/5/10,Fri,12272
2010,3,6,3/6/10,Sat,7832
2010,3,7,3/7/10,Sun,6887
2010,3,8,3/8/10,Mon,11514
2010,3,9,3/9/10,Tues,12839
2010,3,10,3/10/10,Wed,12740
2010,3,11,3/11/10,Thurs,12481
2010,3,12,3/12/10,Fri,12347
2010,3,13,3/13/10,Sat,7893
2010,3,14,3/14/10,Sun,6808
2010,3,15,3/15/10,Mon,11548
2010,3,16,3/16/10,Tues,12700
2010,3,17,3/17/10,Wed,12781
2010,3,18,3/18/10,Thurs,12054
2010,3,19,3/19/10,Fri,12119
2010,3,20,3/20/10,Sat,8005
2010,3,21,3/21/10,Sun,6992
2010,3,22,3/22/10,Mon,11657
2010,3,23,3/23/10,Tues,12752
2010,3,24,3/24/10,Wed,12473
2010,3,25,3/25/10,Thurs,12591
2010,3,26,3/26/10,Fri,12088
2010,3,27,3/27/10,Sat,7995
2010,3,28,3/28/10,Sun,6922
2010,3,29,3/29/10,Mon,11745
2010,3,30,3/30/10,Tues,12868
2010,3,31,3/31/10,Wed,12619
2010,4,1,4/1/10,Thurs,11994
2010,4,2,4/2/10,Fri,11666
2010,4,3,4/3/10,Sat,7854
2010,4,4,4/4/10,Sun,6721
2010,4,5,4/5/10,Mon,11571
2010,4,6,4/6/10,Tues,12888
2010,4,7,4/7/10,Wed,12228
2010,4,8,4/8/10,Thurs,12312
2010,4,9,4/9/10,Fri,11988
2010,4,10,4/10/10,Sat,7844
2010,4,11,4/11/10,Sun,6907
2010,4,12,4/12/10,Mon,11964
2010,4,13,4/13/10,Tues,12549
2010,4,14,4/14/10,Wed,12708
2010,4,15,4/15/10,Thurs,12614
2010,4,16,4/16/10,Fri,12136
2010,4,17,4/17/10,Sat,7878
2010,4,18,4/18/10,Sun,6978
2010,4,19,4/19/10,Mon,11845
2010,4,20,4/20/10,Tues,13010
2010,4,21,4/21/10,Wed,12594
2010,4,22,4/22/10,Thurs,12485
2010,4,23,4/23/10,Fri,12095
2010,4,24,4/24/10,Sat,7964
2010,4,25,4/25/10,Sun,6965
2010,4,26,4/26/10,Mon,12034
2010,4,27,4/27/10,Tues,12619
2010,4,28,4/28/10,Wed,12500
2010,4,29,4/29/10,Thurs,12374
2010,4,30,4/30/10,Fri,11852
2010,5,1,5/1/10,Sat,7911
2010,5,2,5/2/10,Sun,6922
2010,5,3,5/3/10,Mon,11995
2010,5,4,5/4/10,Tues,12770
2010,5,5,5/5/10,Wed,12801
2010,5,6,5/6/10,Thurs,12410
2010,5,7,5/7/10,Fri,11914
2010,5,8,5/8/10,Sat,7877
2010,5,9,5/9/10,Sun,6823
2010,5,10,5/10/10,Mon,12286
2010,5,11,5/11/10,Tues,12845
2010,5,12,5/12/10,Wed,12637
2010,5,13,5/13/10,Thurs,12246
2010,5,14,5/14/10,Fri,12337
2010,5,15,5/15/10,Sat,7963
2010,5,16,5/16/10,Sun,7022
2010,5,17,5/17/10,Mon,11953
2010,5,18,5/18/10,Tues,12854
2010,5,19,5/19/10,Wed,12411
2010,5,20,5/20/10,Thurs,12559
2010,5,21,5/21/10,Fri,12302
2010,5,22,5/22/10,Sat,8093
2010,5,23,5/23/10,Sun,7094
2010,5,24,5/24/10,Mon,11893
2010,5,25,5/25/10,Tues,13421
2010,5,26,5/26/10,Wed,12972
2010,5,27,5/27/10,Thurs,13115
2010,5,28,5/28/10,Fri,12519
2010,5,29,5/29/10,Sat,8159
2010,5,30,5/30/10,Sun,7111
2010,5,31,5/31/10,Mon,7436
2010,6,1,6/1/10,Tues,12591
2010,6,2,6/2/10,Wed,13812
2010,6,3,6/3/10,Thurs,13150
2010,6,4,6/4/10,Fri,12640
2010,6,5,6/5/10,Sat,8260
